pid,pname,author,pdetail,category,price,did,image
1361,"Transformer Animated","Sterling Publishers","He quickly reads Colans 

book in seconds, and then stands up and says that Einstein was ...",Animated,500,12paya45,image/Allspark-Volume-2_1267871297.jpg
1362,"Cracking Animation","Cracking Animation","This book is a unique 

guide to the history and techniques of 3-D animation from Aardman Animations, the most innovative and 

creative animation studio in the world.",Animated,1600,56576,image/bookcrackin.jpg
1363,"Animated Cartoon","Joe Murray","Joe Murrays comprehensive guide to 

creating and producing a successful ... and tell stories, Creating Animated Cartoons with Character is the 

ultimate portal",Animated,1500,joey,image/creatinganimatedbookcover-1.jpg
1364,Batman,"Frederic P. Miller","Batman: The Animated Series (often 

shortened Batman: TAS or BTAS) is a ... American animated series adaptation of the comic book series",Animated," 500",56576,image/DK49801lg.jpg
1365,"Character Animated Crash","Eric Boldberg","Character Animation Crash 

Course! is a veritable Genies lamp stuffed with everything the aspiring animator could wish for! Renowned 

animator Eric Goldbergs",Animated," 1500",wdsds,image/ericgoldbergbook_a.jpg
1366,"Animated Cartoons","Lutz Edwin George","Age of Animation, this book 

talks about animation, creating cartoon characters, and depicting their actions.",Animated,1800,12paya45,image/WTFostercover.jpg
1367,"Handle With Care ","Joe Adams","An exciting 44-page illustrated story, 

divided into manageable chapters for newly independent readers. Action, suspense, drama, adventure, humour: 

children",Kids,300,78rha27,image/banner-4.jpg
1368,"Full and Funny Facts ","Deary, Terry","Savage Stone Age Horrible 

Histories - Awesome Egyptians Horrible Histories - Groovy Greeks Horrible Histories",Kids,1000,12paya45,"image/HH1_Cover 1_final.jpg"
1369,"Disney and Me ",Disney,"The Story Reader Me Reader and Disney 

Classics 8-Book Library is a new electronic reading system from the makers of Story Reader 2.0.",Kids," 400",56576,image/image.jpg
1370,"Thomas Express ","Rev. W. Awdry Golden","Thomas and his dear friends 

have always enthralled kids all over the world for so many years. Lots of 3 to 6 year olds have grown up 

watching, learning",Kids,750,joey,image/23.jpg
1371,"Moshi Monster ",Egmont,"The Moshi Monsters Magazine is the official 

Moshi Monsters themed magazine, published by Egmont...",Kids,500,12paya45,"image/Moshi-Magazine-

Front-Cover.jpg"
1372,"Nickeloden ",Nicklodeon,"When Carly and her friends Sam and 

Freddie create their own web show, its an instant hit. Now theyre full-time high school ...",Kids," 500",56576,image/prom-and-l-district-kev-phone-1572.jpg
1373,"Muppets Unleashed ","Carl A. Lewis","Miss Piggy, Kermit the Frog and the 

Worlds Number One Criminal and dead-ringer for Kermit - Constantine - star in the latest Moments Worth ...",Kids," 650",78rha27,image/the-muppets-toxic-magazine.jpg
1374,"Smash ","Egmont Publishing","Toxic magazine was launched in 

September 2002 by London-based Egmont Publishing. The intention was to address the elusive boys magazine 

market.",Kids,550,12paya45,image/toxic-thismonth-1-.jpg
1376,"Yum For Kids ","Sherrie Le Masurier","Yum Food & Fun for Kids 

magazine shares easy cooking recipes for kids and yummy food tips that helps to feed your kids delicious and 

healthy food daily.",Kids," 560",wdsds,image/yum_food_and_fun_for_kids.317.jpg
1377,"Barbie "," Keth","Buy a single copy or a subscription to Barbie Magazine 

from the worlds largest online newsagent. Barbie Magazine is a magazine all about Barbie! ",Kids,500,wdsds,image/zd_barbie_3.png
1378,"Biology of 12 ",Ncert,"Biology. NCERT/CBSE class 12 Biology book 

Biology.",Ncert,120,12paya45,image/bio12.jpg
1379,"Biology of 11 ",Ncert,"NCERT Textbooks play the most vital role in 

developing students understanding and knowledge about a subject and the concepts or topics covered under a 

particular subject.",Ncert," 140",78rha27,image/bio11.jpg
1380,"Chemistry of 11 vol 2 ",Ncert,"Chemistry Part II-Class XI is a textbook 

which was published by Nicer.",Ncert,100,56576,image/chem11.jpg
1381,"Chemistry of 12 vol 2  ",Ncert,"Chemistry Part II-Class XII is a 

textbook which was published by Nicer.",Ncert,120,joey,image/chemistry12.jpg
1382,"Mathematics of 11",Ncert,"This book comes with a plastic cover 

binding)Table Of Contents",Ncert,135,12paya45,image/maths11.jpg
1383,"Mathematics of 12 ",Ncert,"A complete guide to all your math 

problems",Ncert,105,78rha27,image/maths12.jpg
1384,"Science of 9",Ncert,"These NCERT Solutions for CBSE Class 9 Science 

have been designed in such a manner (Step-by-Step) that it would bring 100% Concept ...",Ncert,105,joey,image/maths9.jpg
1385,"Physics of 11 vol 2 ",Ncert,"Textbook For Class Xi (English) 01 Edition - Buy 

Physics Part-1: Textbook For Class Xi (English) 01 Edition by Ncert",Ncert,105,wdsds,image/phy11.jpg
1386,"Physics of 12 vol 2 ",Ncert,"Physics Textbook For Class XII (Part II) 

(English) 01 Edition - Buy Physics Textbook For Class XII (Part II) (English) 01 Edition by Ncert",Ncert,115,56576,image/phy12.jpg
1387,"Mathematics of 9 ",Ncert,"Number Systems Polynomials Coordinate 

Geometry Linear Equations in two variables Introduction to Euclids Geometry Lines and Angles ...",Ncert,120,56576,image/sciece9.jpg
1388,"Question Bank in Physics",GoyalBrothersPrakashan,"First hand idea 

about the real test paper pattern",ICSE,130,wdsds,image/483_0_501.jpg
1389,"English Literature","Frank Educational Aids Pvt. Ltd","Elaborate 

explanations on Poems based on the ICSE Syllabus ..... Paper 2010 · English Paper 1 Model Paper ICSE 2014.",ICSE,240,12paya45,image/79697-ICSE-English-Literature-Papers.jpg
1390,"Biology Class 6","R N Bhattacharjee","ICSE Biology for Class 6. ICSE 

Biology for Class 6. By R N Bhattacharjee ICSE Biology for Class 6 is designed for use in the middle-school 

science",ICSE,50,78rha27,image/9788130919775.jpg
1391,"Biology Practical Book 0f 10","D. N. PUBLICATIONS","The teacher 

should guide the students on the technique of culture, staining and mounting the material and then observing.",ICSE,120,12paya45,image/DNPGBPWB10.jpg
1392,"Chemistry Class 10","Baljinder Kaur","This book is specially prepared 

conforming to the revised syllabus prescribed for the Indian School Certificate of Secondary Education (ICSE) ",ICSE,234,wdsds,"image/discovering-the-world-textbook-of-geography-for-class-10-icse-400x400-

imadghqhukyjqugy.jpeg"
1393,"Physics of Class 6","Goyal Brothers Prakashan","This workbook 

supplements the textbook Learning Elementary Physics for Class 6. In this workbook, thought provoking 

questions have been framed to cover all the topics wisely",ICSE," 250",56576,image/goyal_learning_elementary_physics_part_1_for_class_6_with_cd_icse_schools.jpg
1394,"Mathematics of Class 10","Bhanu Pratap Singh","Together with 

“Mathematics–IX” ICSE contains these excellent features: 1. Covers the latest syllabus prescribed by ICSE and 

offers a refreshingly new approach.",ICSE,200,12paya45,"image/icse-mathematics-class-ix-400x400-

imadk8fzpsgnbwbu.jpeg"
1395,"History and Civics of Class 10",Unknown,"Goyals I.C.S.E. History & 

Civics Model for Class X. Publication: Goyal Brothers Prakashan",ICSE,100,12paya45,"image/longman-

history-civics-for-icse-10-400x400-imadbn5qt3hw6czb.jpeg"
1396,"Mathematics of Class 10","Bhanu Pratap Singh","Together With 

Mathematics For ICSE Students (Class - X). Table of Contents Unit I : Commercial Mathematics Compound 

Interest Sales Tax and Value Added etc.",ICSE,200,78rha27,image/maths10.jpg
1397,"History and Civics of Class 10","Nilima Dayal","Together With History 

& Civics For ICSE Students (Class - X) is a reference book written for the students of class X of the ICSE board 

by Nilima Dayal.",ICSE,160,wdsds,"image/together-with-history-civics-for-class-x-icse-based-400x400-

imadmcdvazfcx99r.jpeg"
1398,"Big Orange","Ed Emberly","Step-by-step instructions for drawing people and 

animals using a minimum of line and circle",Drawing,500,joey,image/Ed_Emberley_s_Big_Orange_Drawing_Book.jpg
1399,"How TO Draw","Bonnie J. Martin","For kids of all ages, 5 and up 39 pages. 

Children and adults alike can find hours and hours of enjoyment by drawing. With only a pencil, paper",Drawing,450,12paya45,image/how-to-draw.jpg
1400,"Time to Colour",Mayur,"Nothing takes the place of practising but good 

drawing books can help keep us on ... books on art, painting and colour and we will be adding to the list all the 

time.",Drawing,650,78rha27,image/kidsdrawing-books-250x250.jpg
1401,"My Very First","Usborne Books","My very first art book. A fantastic 

book filled with famous works of art accompanied by simple art activities using some of the same techniques as 

the artists.",Drawing," 700",joey,image/my-very-first-art-book.jpg
1402,"Bug Drawing Book","Ralph Masiello","Ralph Masiellos Ocean Drawing 

Book has 10 ratings and 3 reviews.",Drawing,350,56576,"image/Ralph-Masiello-s-Drawing-book-Bug-

Ocean-Children-s-learning-to-draw-Insects-and-Marine-life.jpg"
1521,"Quantum CAT","Sarvesh K. Verma","Touted as the best resource for 

Quantitative Aptitude, Quantum CAT has made a special mark for itself. This is an all inclusive book for 

students aspiring to land a seat in the Indian Institutes of Management",CAT," 700",78rha27,"image/quantitative-aptitude-quantum-cat-common-admission-test-for-admission-into-iims-275x275-

imadfs3bguuhgmgn.jpeg"
1551,"PatchWrk Pigeons ","Readers Digest"," Woody, Buzz and the whole gang are 

back. As their owner Andy prepares to depart for college, his loyal toys find themselves in ...",Story,450,12paya45,image/amandacraig2.jpg
1578,"Gandhi Autobiography","M.K. Gandhi","The Story of My Experiments 

with Truth is the autobiography of Mohandas K. Gandhi, covering his life from early childhood through to 

1921.",Biographies,140,78rha27,"image/MHGandhi autobiography.jpg"
1579,"Narendra Modi","Andy Marino","Narendra Modi is best known for 

rising from humble beginnings to become prime minister of India.",Biographies,560,12paya45,image/narendra-modi-political-biography-kindle-edition.jpg
1580,"Rabindranath Tagore","Krishna Kripalani","Rabindranath Tagore (1861-

1941) was the youngest son of Debendranath Tagore, ... This autobiography/biography was written at the time of 

the award.",Biographies," 585",joey,"image/rabindranath tagore.jpg"
1581,"Sachin Tendulkar","Hodder & Stoughton","The greatest run-scorer in the 

history of cricket, Sachin Tendulkar retired in 2013 after an astonishing 24 years",Biographies,470,56576,"image/sachin tendulkar biography.jpg"
1582,"Steve Jobs","Walter Isaacson","From bestselling author Walter Isaacson 

comes the landmark biography of Apple co-founder Steve Jobs. In Steve Jobs: The Exclusive Biography, Isaacson 

provides an extraordinary account of Jobs profile.",Biographies,2000,wdsds,"image/stevejobs biography.png"
1583,"Walt Disney","Neal Gabler","Walt Disney was born on December 5, 1901 

in Chicago Illinois, to his father Elias Disney, and mother Flora Call Disney. Walt was one of five children, four 

boys ...",Biographies,1352,12paya45,"image/walt disney biography.jpg"
1584,"BasketBall Book","Nate LeBoutillier","Play Basketball Like a Pro: Key 

Skills and Tips (Play Like the Pros ( ... Basketball Book (The All-Time Best of Sports) by Nate LeBoutillier",Sports,2000,78rha27,image/basketball.jpg
1585,"The Blind Side","Michael Lewis","Written by Michael Lewis, The Blind 

Side contains two separate stories. One details the trials and tribulations of a young black teenager named 

Michael Oher.",Sports,500,12paya45,image/blindside.jpg
1586,"The Professional","W.C. Heinz"," Originally published in 1958, The 

Professional is the story of boxer Eddie .... The Professional is W. C. Heinz at the top of his game—the writer 

who ...",Sports,500,wdsds,image/cult-sport-books-boxing.jpg
1587,"Fab Five","Mitch Albom","Fab Five: Basketball Trash Talk the American 

Dream. 266 likes. The greatest class ever recruited who would revolutionize the game of basketball forever.",Sports,1795,56576,image/Fab5Cover.jpg
456,friends,jyoti,"related to literature",Literature,560,78rha27,DSCN7018.JPG
6770,friends,jyoti,"friends picture",Literature,560,78rha27,NULL
6771,friends,jyoti,"friends picture",Literature,560,78rha27,NULL
6772,friends,jyoti,"friends picture",Literature,560,6771,NULL
6773,friends,jyoti,"friends picture",Literature,560,6771,NULL
6775,friends,jyoti,"friends picture",Literature,560,78rha27,NULL
6776,friends,jyoti,"friends picture",Literature,560,78rha27,NULL
6798,friends,jyoti,"friends picture",Literature,560,78rha27,NULL
6799,friends,jyoti,"friends picture",Literature,560,78rha27,NULL
